step,queue,waiting,throughput
53,7.0,16.0,2
54,6.0,17.0,2
55,10.0,32.0,0
56,14.0,151.0,0
57,4.0,15.0,2
58,11.0,47.0,1
59,3.0,6.0,1
60,9.0,47.0,3
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,20.0,0
7,5.0,12.0,0
8,4.0,13.0,0
9,5.0,23.0,1
10,7.0,16.0,1
11,5.0,19.0,1
12,6.0,71.0,3
13,15.0,162.0,3
14,4.0,15.0,2
15,10.0,39.0,1
16,5.0,15.0,0
17,7.0,63.0,2
18,3.0,5.0,3
19,6.0,19.0,3
20,3.0,5.0,3
21,5.0,24.0,1
22,5.0,18.0,1
23,4.0,9.0,1
24,6.0,51.0,0
25,4.0,16.0,3
26,7.0,64.0,3
27,5.0,13.0,1
28,9.0,34.0,1
29,3.0,14.0,1
30,9.0,29.0,1
31,3.0,9.0,1
32,8.0,45.0,2
33,4.0,12.0,1
34,7.0,23.0,1
35,3.0,9.0,3
36,8.0,46.0,1
37,4.0,15.0,0
38,3.0,5.0,0
39,9.0,51.0,1
40,5.0,11.0,3
41,7.0,21.0,2
42,8.0,81.0,2
43,5.0,12.0,1
44,9.0,28.0,1
45,5.0,10.0,2
46,7.0,37.0,1
47,3.0,7.0,2
48,7.0,42.0,1
49,6.0,26.0,1
50,6.0,24.0,2
51,8.0,28.0,3
52,4.0,14.0,2
53,5.0,24.0,2
54,10.0,85.0,2
55,4.0,16.0,1
56,8.0,30.0,1
57,5.0,15.0,3
58,9.0,29.0,0
59,4.0,17.0,1
60,8.0,25.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,9.0,0
7,5.0,4.0,0
8,7.0,52.0,0
9,3.0,14.0,0
10,8.0,23.0,2
11,2.0,9.0,2
12,5.0,51.0,1
13,6.0,15.0,3
14,8.0,68.0,0
15,12.0,151.0,0
16,5.0,14.0,0
17,6.0,55.0,4
18,5.0,14.0,2
19,10.0,28.0,1
20,3.0,9.0,3
21,9.0,69.0,2
22,6.0,13.0,1
23,7.0,25.0,1
24,3.0,10.0,1
25,10.0,30.0,2
26,12.0,138.0,1
27,18.0,286.0,1
28,7.0,18.0,1
29,9.0,44.0,0
30,4.0,18.0,0
31,13.0,50.0,2
32,4.0,13.0,1
33,9.0,37.0,1
34,6.0,16.0,0
35,10.0,80.0,0
36,8.0,32.0,0
37,7.0,28.0,1
38,9.0,33.0,1
39,4.0,20.0,3
40,9.0,77.0,2
41,5.0,16.0,2
42,8.0,37.0,1
43,3.0,14.0,1
44,7.0,21.0,1
45,10.0,88.0,2
46,2.0,7.0,0
47,10.0,33.0,1
48,6.0,10.0,0
49,8.0,24.0,0
50,3.0,8.0,2
51,9.0,28.0,3
52,6.0,22.0,2
53,9.0,34.0,2
54,7.0,24.0,1
55,8.0,92.0,1
56,15.0,203.0,2
57,4.0,9.0,2
58,7.0,20.0,1
59,8.0,19.0,2
60,6.0,22.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,9.0,0
7,5.0,4.0,0
8,7.0,52.0,0
9,3.0,14.0,0
10,9.0,63.0,2
11,3.0,8.0,2
12,6.0,32.0,1
13,3.0,6.0,3
14,6.0,43.0,3
15,3.0,9.0,1
16,5.0,17.0,0
17,8.0,70.0,4
18,4.0,8.0,1
19,6.0,20.0,2
20,4.0,7.0,2
21,6.0,26.0,0
22,12.0,105.0,3
23,6.0,12.0,2
24,8.0,61.0,1
25,2.0,7.0,2
26,11.0,61.0,0
27,6.0,22.0,1
28,6.0,29.0,3
29,7.0,16.0,3
30,9.0,32.0,1
31,11.0,127.0,2
32,7.0,13.0,3
33,9.0,34.0,2
34,4.0,9.0,1
35,10.0,30.0,2
36,4.0,14.0,0
37,7.0,68.0,2
38,7.0,21.0,0
39,6.0,24.0,1
40,11.0,109.0,1
41,7.0,24.0,3
42,9.0,28.0,2
43,5.0,21.0,1
44,9.0,39.0,0
45,2.0,7.0,2
46,9.0,36.0,3
47,5.0,9.0,1
48,6.0,22.0,1
49,4.0,10.0,2
50,9.0,33.0,0
51,5.0,15.0,2
52,10.0,30.0,1
53,5.0,23.0,2
54,7.0,23.0,0
55,11.0,102.0,1
56,4.0,19.0,2
57,8.0,43.0,2
58,13.0,149.0,1
59,5.0,18.0,0
60,9.0,38.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,9.0,53.0,0
8,3.0,7.0,0
9,6.0,49.0,0
10,5.0,7.0,1
11,5.0,25.0,0
12,8.0,95.0,1
13,7.0,14.0,1
14,7.0,34.0,2
15,3.0,9.0,1
16,9.0,30.0,1
17,3.0,7.0,2
18,7.0,35.0,1
19,12.0,108.0,2
20,2.0,7.0,0
21,9.0,33.0,1
22,6.0,10.0,1
23,7.0,56.0,2
24,3.0,11.0,2
25,8.0,31.0,4
26,3.0,21.0,3
27,8.0,79.0,2
28,6.0,12.0,1
29,5.0,29.0,2
30,3.0,13.0,1
31,7.0,8.0,3
32,5.0,17.0,3
33,2.0,14.0,1
34,7.0,13.0,1
35,3.0,22.0,2
36,2.0,11.0,3
37,10.0,56.0,1
38,10.0,130.0,2
39,4.0,10.0,2
40,11.0,58.0,1
41,5.0,17.0,0
42,6.0,38.0,0
43,6.0,9.0,0
44,7.0,27.0,2
45,3.0,13.0,2
46,8.0,22.0,2
47,3.0,14.0,3
48,6.0,56.0,0
49,6.0,18.0,0
50,10.0,75.0,2
51,3.0,23.0,0
52,4.0,11.0,2
53,5.0,22.0,1
54,8.0,85.0,2
55,6.0,15.0,0
56,7.0,29.0,3
57,9.0,106.0,2
58,3.0,7.0,0
59,11.0,33.0,3
60,2.0,4.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,9.0,53.0,0
8,11.0,142.0,0
9,3.0,12.0,0
10,11.0,31.0,1
11,5.0,18.0,0
12,9.0,39.0,0
13,5.0,16.0,3
14,11.0,41.0,1
15,4.0,14.0,0
16,8.0,31.0,0
17,12.0,109.0,1
18,14.0,230.0,1
19,8.0,23.0,2
20,10.0,36.0,2
21,7.0,25.0,1
22,11.0,35.0,1
23,4.0,13.0,1
24,10.0,32.0,2
25,8.0,23.0,1
26,11.0,40.0,1
27,8.0,35.0,2
28,10.0,35.0,0
29,3.0,23.0,2
30,7.0,21.0,1
31,5.0,15.0,0
32,6.0,25.0,0
33,4.0,12.0,1
34,8.0,24.0,1
35,3.0,10.0,0
36,8.0,31.0,1
37,4.0,13.0,3
38,7.0,54.0,2
39,4.0,15.0,4
40,10.0,37.0,2
41,5.0,9.0,2
42,6.0,60.0,1
43,5.0,11.0,1
44,5.0,11.0,1
45,3.0,13.0,3
46,6.0,14.0,2
47,5.0,8.0,1
48,7.0,55.0,3
49,5.0,11.0,3
50,10.0,30.0,2
51,4.0,21.0,2
52,10.0,88.0,1
53,5.0,16.0,2
54,6.0,41.0,3
55,7.0,20.0,2
56,5.0,30.0,1
57,9.0,92.0,1
58,5.0,14.0,2
59,9.0,37.0,1
60,12.0,128.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,9.0,0
7,9.0,50.0,0
8,3.0,7.0,0
9,7.0,28.0,0
10,4.0,4.0,1
11,6.0,20.0,0
12,3.0,13.0,1
13,9.0,62.0,0
14,6.0,20.0,0
15,4.0,23.0,2
16,4.0,12.0,1
17,5.0,22.0,1
18,5.0,18.0,1
19,3.0,11.0,4
20,7.0,22.0,3
21,8.0,28.0,0
22,4.0,11.0,1
23,5.0,22.0,1
24,4.0,9.0,0
25,4.0,13.0,1
26,4.0,10.0,1
27,6.0,17.0,1
28,4.0,10.0,2
29,5.0,16.0,1
30,9.0,78.0,2
31,3.0,10.0,2
32,10.0,30.0,2
33,3.0,8.0,3
34,8.0,53.0,2
35,4.0,14.0,3
36,4.0,12.0,2
37,8.0,73.0,2
38,5.0,13.0,1
39,5.0,20.0,2
40,8.0,88.0,3
41,7.0,15.0,1
42,8.0,31.0,2
43,4.0,8.0,2
44,8.0,28.0,1
45,3.0,16.0,2
46,8.0,65.0,0
47,6.0,12.0,3
48,6.0,51.0,0
49,3.0,9.0,1
50,9.0,30.0,2
51,11.0,115.0,3
52,4.0,15.0,2
53,10.0,63.0,2
54,5.0,19.0,1
55,6.0,21.0,0
56,8.0,17.0,2
57,6.0,25.0,2
58,5.0,12.0,2
59,6.0,24.0,4
60,4.0,23.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,5.0,4.0,0
8,4.0,16.0,0
9,4.0,18.0,0
10,4.0,7.0,2
11,10.0,56.0,1
12,10.0,141.0,2
13,4.0,23.0,1
14,10.0,82.0,2
15,6.0,25.0,2
16,9.0,90.0,0
17,14.0,184.0,3
18,7.0,23.0,2
19,9.0,29.0,2
20,8.0,18.0,1
21,7.0,55.0,1
22,10.0,37.0,2
23,6.0,17.0,2
24,11.0,38.0,2
25,3.0,7.0,2
26,8.0,30.0,2
27,12.0,116.0,2
28,6.0,14.0,2
29,9.0,39.0,2
30,6.0,18.0,3
31,10.0,42.0,1
32,3.0,19.0,2
33,9.0,32.0,2
34,6.0,22.0,3
35,9.0,35.0,2
36,4.0,14.0,0
37,8.0,34.0,0
38,3.0,17.0,1
39,8.0,69.0,2
40,5.0,13.0,1
41,5.0,20.0,2
42,6.0,22.0,3
43,8.0,29.0,0
44,11.0,104.0,3
45,3.0,14.0,2
46,9.0,69.0,3
47,6.0,16.0,3
48,6.0,18.0,1
49,7.0,20.0,3
50,7.0,26.0,3
51,5.0,21.0,2
52,11.0,89.0,3
53,13.0,197.0,1
54,5.0,14.0,1
55,8.0,60.0,2
56,7.0,25.0,4
57,7.0,32.0,0
58,6.0,18.0,0
59,8.0,25.0,3
60,6.0,16.0,4
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,5.0,4.0,0
8,7.0,52.0,0
9,3.0,14.0,0
10,10.0,27.0,2
11,12.0,119.0,2
12,2.0,8.0,1
13,11.0,35.0,1
14,15.0,145.0,1
15,5.0,28.0,2
16,8.0,30.0,2
17,7.0,8.0,2
18,9.0,37.0,2
19,3.0,11.0,1
20,11.0,39.0,0
21,4.0,19.0,2
22,9.0,40.0,3
23,18.0,168.0,2
24,4.0,17.0,1
25,11.0,47.0,2
26,9.0,27.0,1
27,7.0,60.0,2
28,8.0,29.0,3
29,11.0,109.0,2
30,5.0,15.0,2
31,9.0,76.0,2
32,10.0,38.0,2
33,9.0,39.0,0
34,13.0,144.0,0
35,8.0,21.0,1
36,9.0,33.0,2
37,4.0,17.0,1
38,12.0,35.0,1
39,16.0,168.0,2
40,9.0,51.0,1
41,12.0,61.0,1
42,7.0,22.0,2
43,5.0,22.0,1
44,10.0,25.0,1
45,13.0,133.0,1
46,3.0,12.0,1
47,9.0,23.0,2
48,5.0,14.0,1
49,9.0,35.0,2
50,7.0,19.0,1
51,7.0,25.0,1
52,13.0,128.0,2
53,4.0,11.0,1
54,11.0,41.0,2
55,4.0,16.0,1
56,8.0,41.0,0
57,6.0,14.0,2
58,6.0,65.0,1
59,10.0,140.0,2
60,5.0,11.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,9.0,0
7,5.0,6.0,0
8,4.0,19.0,0
9,4.0,16.0,0
10,5.0,9.0,1
11,8.0,59.0,2
12,2.0,5.0,2
13,10.0,25.0,1
14,5.0,15.0,1
15,8.0,32.0,2
16,14.0,124.0,2
17,4.0,20.0,1
18,9.0,48.0,2
19,5.0,3.0,2
20,8.0,41.0,1
21,5.0,25.0,0
22,12.0,99.0,1
23,4.0,10.0,1
24,6.0,52.0,2
25,7.0,18.0,1
26,6.0,20.0,2
27,5.0,20.0,1
28,10.0,32.0,3
29,5.0,24.0,1
30,6.0,18.0,2
31,7.0,23.0,1
32,6.0,28.0,3
33,3.0,3.0,2
34,9.0,41.0,1
35,2.0,10.0,3
36,7.0,26.0,2
37,3.0,8.0,2
38,7.0,31.0,2
39,5.0,13.0,2
40,8.0,64.0,1
41,13.0,163.0,2
42,6.0,17.0,1
43,7.0,69.0,1
44,6.0,22.0,1
45,11.0,85.0,2
46,2.0,8.0,2
47,8.0,28.0,1
48,4.0,8.0,3
49,10.0,31.0,1
50,4.0,23.0,1
51,8.0,31.0,2
52,4.0,17.0,2
53,9.0,29.0,0
54,5.0,17.0,3
55,9.0,27.0,1
56,5.0,14.0,1
57,7.0,32.0,0
58,6.0,20.0,2
59,10.0,94.0,3
60,5.0,14.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,9.0,53.0,0
8,3.0,7.0,0
9,7.0,53.0,0
10,5.0,6.0,1
11,7.0,56.0,0
12,2.0,5.0,1
13,7.0,41.0,2
14,12.0,119.0,1
15,3.0,11.0,2
16,8.0,25.0,3
17,5.0,11.0,3
18,7.0,62.0,2
19,2.0,3.0,3
20,9.0,35.0,0
21,3.0,13.0,2
22,7.0,65.0,0
23,7.0,20.0,2
24,6.0,27.0,3
25,3.0,17.0,3
26,6.0,13.0,2
27,3.0,8.0,1
28,6.0,53.0,1
29,5.0,12.0,0
30,8.0,51.0,0
31,2.0,10.0,3
32,9.0,31.0,2
33,11.0,114.0,1
34,4.0,13.0,2
35,10.0,41.0,1
36,5.0,16.0,3
37,6.0,67.0,0
38,6.0,17.0,0
39,8.0,26.0,2
40,4.0,17.0,0
41,10.0,29.0,3
42,3.0,4.0,1
43,7.0,29.0,1
44,3.0,7.0,1
45,9.0,52.0,2
46,2.0,10.0,4
47,6.0,27.0,2
48,7.0,12.0,1
49,3.0,12.0,0
50,3.0,12.0,1
51,7.0,18.0,0
52,4.0,12.0,2
53,5.0,22.0,1
54,5.0,16.0,2
55,4.0,7.0,2
56,6.0,20.0,1
57,5.0,18.0,1
58,7.0,25.0,1
59,4.0,11.0,2
60,8.0,59.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,7.0,15.0,0
8,5.0,24.0,0
9,3.0,14.0,0
10,5.0,6.0,1
11,5.0,23.0,1
12,2.0,12.0,3
13,9.0,57.0,0
14,3.0,6.0,1
15,6.0,53.0,2
16,11.0,126.0,1
17,4.0,16.0,1
18,7.0,27.0,0
19,5.0,4.0,2
20,9.0,34.0,2
21,11.0,139.0,1
22,7.0,15.0,2
23,10.0,41.0,1
24,3.0,13.0,2
25,11.0,30.0,2
26,5.0,20.0,1
27,7.0,25.0,3
28,7.0,22.0,3
29,7.0,23.0,2
30,4.0,14.0,4
31,8.0,25.0,2
32,6.0,16.0,0
33,3.0,16.0,4
34,10.0,76.0,2
35,5.0,12.0,2
36,7.0,26.0,3
37,3.0,12.0,1
38,10.0,29.0,0
39,3.0,14.0,1
40,8.0,64.0,2
41,15.0,161.0,0
42,3.0,11.0,2
43,8.0,26.0,2
44,4.0,11.0,0
45,9.0,31.0,2
46,4.0,14.0,2
47,9.0,64.0,2
48,6.0,25.0,3
49,6.0,20.0,1
50,7.0,32.0,2
51,5.0,23.0,2
52,6.0,34.0,3
53,3.0,11.0,3
54,4.0,10.0,2
55,3.0,13.0,1
56,6.0,23.0,1
57,6.0,20.0,4
58,5.0,20.0,2
59,5.0,15.0,1
60,7.0,21.0,4
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,12.0,113.0,0
8,4.0,9.0,0
9,8.0,32.0,0
10,6.0,17.0,1
11,9.0,34.0,2
12,11.0,128.0,2
13,7.0,20.0,3
14,9.0,33.0,2
15,5.0,18.0,2
16,9.0,74.0,1
17,5.0,18.0,2
18,7.0,67.0,1
19,4.0,12.0,2
20,8.0,61.0,1
21,3.0,12.0,1
22,6.0,23.0,1
23,4.0,5.0,1
24,7.0,42.0,1
25,4.0,14.0,1
26,9.0,30.0,2
27,12.0,124.0,1
28,3.0,14.0,2
29,7.0,59.0,1
30,11.0,146.0,1
31,2.0,11.0,1
32,11.0,63.0,1
33,4.0,14.0,3
34,5.0,26.0,1
35,5.0,14.0,1
36,8.0,62.0,2
37,10.0,144.0,1
38,6.0,14.0,2
39,10.0,38.0,1
40,4.0,12.0,1
41,10.0,27.0,1
42,4.0,13.0,3
43,7.0,60.0,0
44,2.0,7.0,4
45,11.0,55.0,1
46,3.0,7.0,1
47,7.0,27.0,3
48,5.0,4.0,2
49,8.0,30.0,0
50,2.0,5.0,1
51,8.0,25.0,2
52,5.0,12.0,2
53,4.0,12.0,1
54,7.0,63.0,0
55,5.0,8.0,1
56,8.0,29.0,2
57,4.0,12.0,3
58,8.0,60.0,1
59,6.0,22.0,2
60,4.0,21.0,0
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,45.0,0
7,5.0,9.0,0
8,6.0,32.0,0
9,3.0,11.0,1
10,10.0,62.0,0
11,4.0,12.0,1
12,4.0,20.0,2
13,7.0,10.0,3
14,8.0,66.0,0
15,3.0,7.0,1
16,7.0,22.0,2
17,5.0,21.0,3
18,9.0,74.0,1
19,4.0,10.0,2
20,6.0,25.0,2
21,4.0,14.0,0
22,7.0,30.0,2
23,4.0,5.0,3
24,7.0,31.0,3
25,4.0,12.0,2
26,8.0,52.0,2
27,5.0,21.0,1
28,8.0,32.0,3
29,6.0,18.0,1
30,9.0,31.0,1
31,6.0,22.0,1
32,8.0,32.0,2
33,7.0,24.0,2
34,5.0,19.0,0
35,12.0,93.0,1
36,4.0,10.0,3
37,8.0,32.0,3
38,5.0,17.0,3
39,8.0,66.0,2
40,3.0,5.0,1
41,9.0,54.0,1
42,12.0,143.0,0
43,4.0,23.0,1
44,10.0,42.0,1
45,4.0,14.0,3
46,6.0,59.0,1
47,6.0,14.0,3
48,8.0,59.0,0
49,4.0,22.0,0
50,10.0,89.0,1
51,5.0,13.0,2
52,5.0,23.0,3
53,4.0,16.0,0
54,10.0,74.0,1
55,11.0,170.0,1
56,3.0,13.0,2
57,10.0,62.0,3
58,4.0,15.0,0
59,7.0,75.0,1
60,5.0,12.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,9.0,0
7,5.0,6.0,0
8,4.0,14.0,0
9,4.0,18.0,0
10,10.0,65.0,1
11,3.0,11.0,2
12,6.0,54.0,2
13,12.0,127.0,1
14,14.0,242.0,0
15,4.0,16.0,2
16,11.0,52.0,1
17,5.0,23.0,3
18,8.0,75.0,0
19,13.0,162.0,2
20,3.0,16.0,0
21,10.0,29.0,1
22,3.0,8.0,3
23,8.0,31.0,1
24,6.0,16.0,2
25,6.0,23.0,2
26,4.0,13.0,1
27,10.0,67.0,2
28,13.0,163.0,3
29,5.0,18.0,2
30,11.0,37.0,0
31,3.0,7.0,0
32,10.0,41.0,1
33,5.0,15.0,0
34,9.0,36.0,0
35,14.0,152.0,1
36,21.0,313.0,0
37,4.0,19.0,1
38,8.0,73.0,1
39,11.0,31.0,2
40,17.0,164.0,0
41,5.0,26.0,0
42,13.0,57.0,3
43,5.0,17.0,0
44,8.0,23.0,2
45,19.0,155.0,3
46,12.0,84.0,0
47,8.0,53.0,2
48,7.0,30.0,3
49,8.0,22.0,1
50,8.0,23.0,3
51,6.0,28.0,1
52,12.0,107.0,1
53,5.0,16.0,1
54,6.0,41.0,2
55,5.0,20.0,1
56,8.0,41.0,2
57,4.0,20.0,3
58,6.0,21.0,1
59,4.0,14.0,3
60,4.0,13.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,9.0,53.0,0
8,3.0,7.0,0
9,3.0,12.0,0
10,6.0,14.0,1
11,9.0,74.0,0
12,2.0,9.0,1
13,9.0,32.0,3
14,4.0,8.0,2
15,6.0,28.0,0
16,7.0,21.0,2
17,6.0,23.0,0
18,4.0,21.0,0
19,6.0,11.0,4
20,7.0,28.0,2
21,3.0,12.0,2
22,11.0,67.0,2
23,5.0,12.0,1
24,3.0,13.0,0
25,6.0,10.0,3
26,8.0,60.0,0
27,10.0,142.0,2
28,6.0,13.0,3
29,9.0,40.0,1
30,4.0,18.0,0
31,8.0,19.0,0
32,10.0,108.0,1
33,2.0,6.0,4
34,10.0,31.0,2
35,3.0,12.0,0
36,7.0,24.0,0
37,4.0,10.0,1
38,9.0,32.0,1
39,5.0,17.0,1
40,9.0,39.0,2
41,6.0,21.0,2
42,9.0,89.0,2
43,4.0,14.0,2
44,8.0,27.0,1
45,4.0,14.0,1
46,6.0,21.0,2
47,4.0,15.0,1
48,8.0,51.0,0
49,4.0,17.0,0
50,8.0,60.0,1
51,4.0,17.0,0
52,10.0,77.0,1
53,6.0,20.0,1
54,5.0,33.0,0
55,7.0,21.0,1
56,11.0,89.0,1
57,3.0,19.0,0
58,6.0,21.0,1
59,7.0,24.0,2
60,2.0,3.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,9.0,0
7,9.0,50.0,0
8,11.0,140.0,0
9,3.0,12.0,0
10,9.0,56.0,1
11,6.0,24.0,0
12,7.0,31.0,2
13,5.0,23.0,2
14,6.0,40.0,1
15,3.0,11.0,2
16,7.0,53.0,2
17,5.0,16.0,0
18,7.0,33.0,1
19,10.0,103.0,2
20,3.0,8.0,0
21,7.0,24.0,3
22,4.0,16.0,2
23,5.0,20.0,0
24,5.0,6.0,1
25,4.0,16.0,1
26,3.0,14.0,3
27,7.0,15.0,3
28,10.0,74.0,2
29,2.0,5.0,0
30,9.0,30.0,1
31,3.0,2.0,2
32,6.0,13.0,0
33,5.0,17.0,1
34,7.0,66.0,1
35,3.0,6.0,1
36,9.0,27.0,3
37,4.0,9.0,2
38,7.0,34.0,0
39,4.0,10.0,2
40,8.0,30.0,2
41,13.0,126.0,1
42,6.0,18.0,2
43,9.0,31.0,1
44,5.0,18.0,2
45,9.0,27.0,1
46,12.0,124.0,0
47,5.0,21.0,2
48,10.0,30.0,1
49,5.0,16.0,1
50,9.0,36.0,0
51,15.0,161.0,2
52,21.0,334.0,1
53,8.0,42.0,1
54,7.0,38.0,1
55,11.0,35.0,0
56,8.0,69.0,1
57,8.0,26.0,1
58,8.0,25.0,2
59,9.0,27.0,1
60,5.0,22.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,5.0,4.0,0
8,5.0,16.0,0
9,6.0,12.0,0
10,8.0,58.0,2
11,4.0,11.0,4
12,6.0,27.0,2
13,4.0,3.0,4
14,7.0,32.0,2
15,3.0,8.0,2
16,8.0,25.0,1
17,4.0,7.0,2
18,7.0,56.0,0
19,5.0,3.0,1
20,6.0,16.0,2
21,7.0,72.0,3
22,5.0,13.0,0
23,7.0,61.0,0
24,9.0,138.0,1
25,5.0,13.0,2
26,9.0,51.0,2
27,3.0,12.0,1
28,10.0,26.0,3
29,5.0,16.0,1
30,3.0,10.0,1
31,5.0,9.0,3
32,9.0,28.0,3
33,8.0,103.0,1
34,4.0,14.0,1
35,10.0,45.0,0
36,3.0,11.0,2
37,5.0,25.0,1
38,12.0,96.0,0
39,2.0,3.0,1
40,7.0,42.0,1
41,7.0,25.0,1
42,8.0,26.0,0
43,5.0,26.0,2
44,5.0,15.0,1
45,7.0,20.0,0
46,4.0,15.0,3
47,7.0,28.0,3
48,5.0,9.0,1
49,8.0,28.0,0
50,3.0,13.0,1
51,5.0,20.0,0
52,6.0,16.0,2
53,6.0,29.0,2
54,3.0,18.0,2
55,10.0,69.0,1
56,11.0,154.0,2
57,3.0,12.0,2
58,11.0,39.0,3
59,4.0,10.0,0
60,7.0,37.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,5.0,14.0,0
8,4.0,14.0,0
9,4.0,14.0,0
10,7.0,19.0,1
11,5.0,25.0,0
12,6.0,25.0,1
13,12.0,102.0,2
14,5.0,18.0,1
15,7.0,22.0,0
16,5.0,11.0,2
17,9.0,60.0,0
18,5.0,14.0,1
19,11.0,30.0,1
20,4.0,6.0,3
21,8.0,62.0,1
22,7.0,34.0,2
23,7.0,25.0,2
24,6.0,26.0,1
25,5.0,20.0,2
26,6.0,16.0,1
27,7.0,25.0,1
28,5.0,18.0,1
29,5.0,22.0,1
30,4.0,12.0,1
31,7.0,63.0,3
32,12.0,155.0,1
33,4.0,18.0,1
34,8.0,33.0,3
35,4.0,18.0,4
36,7.0,30.0,2
37,11.0,111.0,2
38,15.0,224.0,1
39,4.0,15.0,1
40,10.0,61.0,1
41,3.0,14.0,2
42,6.0,28.0,0
43,6.0,11.0,2
44,6.0,56.0,1
45,12.0,144.0,0
46,6.0,13.0,2
47,8.0,69.0,3
48,5.0,18.0,2
49,8.0,26.0,0
50,7.0,29.0,2
51,6.0,42.0,4
52,6.0,19.0,2
53,8.0,34.0,1
54,5.0,18.0,2
55,6.0,22.0,2
56,11.0,104.0,2
57,13.0,219.0,1
58,6.0,11.0,2
59,10.0,44.0,3
60,4.0,10.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,9.0,53.0,0
8,3.0,7.0,0
9,5.0,22.0,0
10,5.0,6.0,2
11,7.0,25.0,0
12,2.0,9.0,1
13,4.0,9.0,1
14,9.0,65.0,2
15,11.0,160.0,1
16,4.0,10.0,3
17,7.0,60.0,1
18,2.0,5.0,1
19,7.0,18.0,1
20,9.0,76.0,1
21,3.0,15.0,1
22,10.0,33.0,3
23,10.0,121.0,2
24,4.0,14.0,0
25,11.0,26.0,1
26,5.0,17.0,2
27,9.0,32.0,0
28,8.0,19.0,2
29,8.0,33.0,0
30,5.0,15.0,3
31,9.0,29.0,1
32,3.0,11.0,3
33,6.0,58.0,1
34,8.0,17.0,1
35,6.0,26.0,3
36,2.0,13.0,2
37,10.0,30.0,3
38,3.0,11.0,2
39,3.0,12.0,2
40,7.0,8.0,2
41,3.0,10.0,2
42,2.0,9.0,1
43,8.0,18.0,2
44,3.0,8.0,1
45,5.0,10.0,4
46,5.0,13.0,2
47,5.0,19.0,1
48,3.0,10.0,0
49,5.0,14.0,1
50,7.0,64.0,2
51,4.0,12.0,0
52,6.0,19.0,1
53,5.0,14.0,2
54,8.0,69.0,1
55,3.0,7.0,0
56,10.0,33.0,2
57,4.0,7.0,0
58,9.0,70.0,3
59,4.0,5.0,1
60,8.0,47.0,3
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,5.0,4.0,0
8,5.0,16.0,0
9,6.0,12.0,0
10,8.0,58.0,2
11,11.0,138.0,4
12,3.0,9.0,1
13,7.0,53.0,4
14,6.0,25.0,0
15,5.0,20.0,1
16,8.0,74.0,1
17,4.0,11.0,1
